"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"188" -13.4785285636175 -4.15239828624425 -10.6023649999115 -10.6239595323116 -7.46828934668877 -12.3295224214949 -14.4587485629651 -12.1505265734017 -13.1518562343299 -10.8675589022501 -11.2674193139185 -7.22132148054593 -11.6209408734403 -11.4278656453111 -6.35791220593878 -14.7236152681998 -9.07666762425088 -6.45026888024178 -5.56603652343748 -16.6665400996547 -15.5791398494337 -8.72951844789995 -10.3993030625328 -13.0047637704482 -8.02608388555577 -5.98255154166538 -3.6064112330688 -14.2203234551183 -13.9082795093751 -9.22538074784045
"189" -14.5117461742829 -3.30982783035847 -11.6937619645281 -10.4862316468719 -7.68174698210924 -12.8438068209958 -14.8699486179403 -12.2240095875451 -14.012921647281 -10.9637404393059 -12.8155419577855 -8.03315031073419 -12.4732496358794 -12.010703160249 -6.86721446741587 -15.1903117589417 -9.15136059539816 -7.08736327327117 -5.80142253108218 -16.1187799851164 -15.8841771212324 -9.85810765141164 -10.2545611012823 -13.4466500968274 -7.77152955582472 -5.68034235199877 -4.55241034719966 -12.8348698929164 -13.5362800026649 -9.81829809572257
"190" -14.2546327878414 -2.89792730064362 -12.3659511731275 -10.4447585140026 -7.35213782050217 -12.6135311384173 -14.8487654890338 -11.8254802844798 -13.9853843133424 -10.4095280848212 -13.2806582132138 -8.69703019039047 -10.9580251791715 -12.3364099094316 -7.60893334920811 -15.8929330649469 -8.7207622255697 -7.22400505474141 -6.09515192019296 -16.7821868388092 -15.9635196410713 -10.1247056154044 -10.4290276476848 -13.6076214011296 -7.79838540822895 -5.89206876010808 -4.66784145961214 -12.969405756614 -13.6045604314074 -10.0163460255603
"191" -14.3479035703029 -2.7909997669809 -12.2966997718537 -10.404015943611 -7.46658200681034 -12.7226654747066 -14.5997570413078 -11.5258263246197 -14.0016872857905 -10.2287861276715 -13.3572449447183 -8.815047697213 -10.9188182232297 -12.4560966037792 -7.7211291156813 -16.0164225626767 -8.62282444772848 -7.24257658156642 -5.85252250353221 -16.8160295778331 -15.6895178174589 -10.2438057896116 -10.4923666018898 -13.7275261306846 -7.86488523377655 -6.00793203063215 -4.53293505431174 -12.8648313513863 -13.4275434491734 -10.0244815327743
"192" -14.3702245334893 -3.27032257740594 -12.6917713359671 -9.10186668426438 -6.92502717359111 -13.2786948470258 -14.9036167785647 -11.2941579732067 -14.2839166242673 -10.2735703142282 -13.5955898176623 -8.51537487139484 -10.3114326002352 -12.0431334604976 -7.28334163223632 -16.3300871681931 -8.60639564839378 -7.17408569104927 -6.04495287363072 -16.8625390313067 -15.8771169117464 -10.0570273622842 -10.7124792088839 -13.7029661464235 -7.97026439871367 -6.27580246345754 -4.67130586651028 -12.4321217865447 -13.3069107764067 -9.76184325061691
"193" -14.3595032322188 -2.62249361988629 -12.1227893308438 -9.05789384285283 -6.71643209297714 -13.3150093284061 -14.9697441353176 -11.3641598212822 -14.1160678088181 -10.2809231960127 -13.6701327997008 -8.58538162660696 -10.3845135150017 -12.0445636435736 -7.2957022554649 -16.1040827355103 -8.26310797544125 -7.24411897589827 -6.11000649381508 -16.9064806013032 -15.8205542818266 -9.8370575748749 -10.5756549477175 -13.7778293786921 -8.01358384542816 -6.14869475618338 -4.5930563416489 -12.4489315294753 -13.3713306043469 -9.53100775585671
"194" -14.6323056866574 -2.55521520921722 -11.6267460811865 -9.24269135597766 -6.94390329536736 -13.299274583367 -14.7154391437818 -11.5645282626789 -13.8580697354167 -10.432796080747 -13.5689446550633 -8.26813756015774 -10.4918184935436 -12.312423672928 -7.00127243259219 -15.442650595992 -8.54149789619927 -7.23699287939468 -5.8716960943666 -17.092534534188 -15.5994688370114 -9.89762541236237 -10.1972749638393 -13.9926884576516 -8.21506771018634 -6.11478330782624 -4.71021526582187 -12.3457773655684 -13.4875152615763 -9.56085798502933
"195" -14.9599130685679 -2.49395658283587 -11.0357234960219 -9.32018058202317 -7.18225058586994 -13.7122023850428 -14.5367946834785 -11.8885341301636 -13.7512005196806 -10.6580952834509 -13.0075406077236 -8.1949163050189 -10.4441491725423 -12.6646429740949 -6.83557615426889 -15.6459611935422 -8.98212966184768 -7.30821585978125 -6.39139969140154 -17.1173217564405 -15.6778485396733 -9.84089603530187 -9.8031703334716 -14.4473809277437 -8.8082958969238 -6.69002180098397 -4.64312571095074 -11.7001291961363 -13.7183964040631 -9.99944562768358
"196" -15.0247978271421 -2.56724813899225 -11.1235005751312 -9.36234039905746 -7.0180731587332 -13.7911709747022 -14.1750353254033 -11.8398237080092 -13.8519609848923 -10.7448202337155 -12.704280981955 -8.12731639241295 -10.5419896432497 -12.664808917817 -6.92230701432277 -15.6817705126258 -9.05135171155596 -7.40219401111362 -6.46617263350111 -17.0855898339736 -15.5772298922971 -9.84176960635093 -9.71526535040008 -14.3197971176368 -8.58338114758712 -6.78150348432591 -4.65927674120632 -10.6011232286573 -13.7649528095333 -9.92317106033804
"197" -15.0357049395752 -2.53607458059619 -11.0149483186405 -9.36335731930287 -6.88330120954419 -13.8026773915396 -14.1688034171237 -11.8435400660143 -13.5803352794051 -10.6699901796778 -12.7162241943902 -8.08208150938774 -10.4990948580119 -12.6524173837687 -6.92233441863517 -15.670993955101 -8.93745279101266 -7.40255384648736 -6.47053432367748 -16.9426231174405 -15.58825362343 -9.82112791241707 -9.7271068558801 -14.2807422161362 -8.55720030888511 -6.64325491177649 -4.55727848158138 -10.5862635237832 -13.7634953636058 -9.91651682946608
"198" -15.1567087919326 -2.71851529257947 -10.9934227663806 -9.39389333173342 -6.99813626079484 -14.0016378067687 -14.3710556800094 -11.9044174936361 -13.7828551150111 -10.8096069621402 -12.7179216222858 -8.27360616467681 -10.667006569756 -12.4816786609081 -6.98441664124567 -15.7776763201331 -8.49050367408704 -7.37274341528227 -6.29864759782732 -17.0633005888035 -15.6913377357288 -9.47334200459464 -9.71542779844812 -14.2655266411906 -8.66654306102073 -6.56613957700833 -4.62398363191687 -10.5906873316149 -13.5107973446104 -9.86231624036913
"199" -15.3722846720203 -2.94402422595439 -11.0887642980783 -9.45710559767456 -7.26549967169143 -13.9517759227002 -14.6847073279421 -12.0427607238613 -13.0846022963974 -10.7864562400372 -12.8010545546668 -8.70518235008013 -10.5172225088242 -12.7498402725502 -6.99015628151367 -15.7254836591704 -7.21305484310026 -7.53280118166972 -5.55501743990152 -16.9354615792886 -16.2274959855575 -9.08548442830453 -9.78253040362922 -14.821793987039 -9.07526005213528 -6.78288416472932 -4.96535450760816 -10.7317078923423 -14.0997068401054 -10.1239898639664
"200" -15.3609730799523 -3.11623668423064 -11.2287510047765 -9.39614515230569 -7.35888393788886 -13.4105974154358 -14.7349634337931 -11.4584916590833 -12.2943028438315 -11.0262508715264 -12.8974801261289 -8.87819046149563 -10.6787600908436 -12.6814508412104 -7.25810565475011 -14.9204291542126 -7.06722828079946 -7.47388747385918 -5.52057966031427 -16.9445628411107 -15.9504947431817 -9.27664326876443 -9.79118699891632 -14.5067120436064 -8.95719297348752 -6.64204790855876 -5.0786835668738 -10.8472580064892 -14.3176679819982 -9.86817073795712
"201" -15.3932872803822 -2.93814231562521 -11.2776821488537 -9.42505895272183 -7.09786988954193 -12.9708452947855 -14.7948110664321 -11.5155153669063 -12.3526834152046 -11.0222898820608 -12.7699321924529 -8.81472184690892 -10.6975897132396 -12.6625636079965 -7.28049035389768 -14.9045756873108 -6.74469061643781 -7.51544508831787 -5.57302900062484 -16.9656442895046 -15.96909872598 -9.04419014867308 -9.59052640016478 -14.4135437482873 -9.0104084073368 -6.68731182784981 -5.07682779125671 -10.9151847337285 -14.0819091717551 -9.73191620021807
"202" -15.4614093790369 -2.99333155332673 -11.0896563469497 -9.47857973373944 -7.12468534696156 -13.0333573094892 -14.8271837304204 -11.5590743773359 -12.411102477947 -11.0155219049088 -12.8550939853783 -8.8159890972114 -10.7325168650905 -12.6338736678773 -7.08979797543343 -14.9763966594519 -6.70012920013265 -7.41266210464411 -5.47800161441909 -17.000858811112 -15.9687196859131 -8.48837556642092 -9.55838616499902 -14.4532621414722 -8.96159917317032 -6.61104862420339 -5.15621245814442 -10.701806265248 -14.1197164753186 -9.81401964123443
"203" -15.3737207258151 -2.93675325173886 -10.8035573203652 -9.49382228356563 -7.0716874454491 -12.6455426954404 -14.8434213771196 -11.5647848574002 -12.4161484196602 -11.0056959779622 -12.8690598243657 -8.79516310670132 -10.7437380115325 -12.5538835030149 -6.99195442411815 -14.9923056313204 -6.66719940007499 -7.37790669842406 -5.4859754489583 -17.0172325209044 -15.9580474852414 -8.43395643862508 -9.54530651918468 -14.4496814408194 -8.87436861975919 -6.61902776513201 -4.80460487914087 -10.6391341189277 -14.13055802104 -9.56270597554711
"204" -14.8583394997763 -3.22669466522483 -9.92670728962057 -9.75650127769818 -7.47558571183027 -12.8686221497527 -14.7978180656272 -11.7298107862954 -12.7949652843989 -10.8629499505386 -12.6909765669042 -9.15113130947962 -10.6426555802559 -12.4105303230404 -7.37667401968207 -14.4868350658266 -6.89427637165185 -7.29704658009132 -4.9268640352383 -16.2789030045206 -15.8916049201391 -8.70596800418071 -9.87867230043959 -14.8363281820226 -9.22018345828579 -6.73843381339749 -4.96558449680253 -10.9520287978004 -14.3438093823162 -9.81234189501185
"205" -15.0917888243917 -3.04952028421779 -9.36653691179874 -8.87062723357277 -6.63094964164634 -12.2274916518283 -14.6015060180322 -12.8047271519928 -12.8975963060414 -11.5033568470285 -12.7999956505526 -8.80826328328348 -9.80856200155158 -12.2016471406989 -7.68673469116727 -14.5920303537177 -6.75528691672969 -7.2966415609909 -4.45665182643726 -17.2312521455506 -15.9818808158366 -9.57888565080887 -10.3718039945186 -15.8284485565255 -9.86280234268637 -7.74989760259797 -4.85269573269225 -10.9099965224272 -15.3407624055854 -9.01903126552299
"206" -15.0196715937643 -3.02817496327319 -9.34998751618032 -8.88757085992753 -6.54875017803445 -12.0328567060831 -14.6189730794692 -12.5953165365497 -12.9080741265166 -11.5018129185965 -12.8050059670148 -8.79742938874135 -9.79354575893281 -12.2195036096531 -7.69113407918454 -14.4656920056061 -6.75012115048204 -7.28651897803145 -4.43134976612445 -17.1964945555949 -15.9872549344766 -9.42130277568494 -10.2935896856815 -15.6985905787969 -9.85495185251244 -7.63353842113206 -4.85133786283722 -10.6466453787865 -15.1049596186384 -8.99609445912388
"207" -14.6565024263864 -3.04021137076365 -9.34109575229405 -8.75491539112219 -6.56109665445861 -12.0343611089624 -14.6298380980488 -12.570800186598 -12.8829156194447 -11.5152624257862 -12.7893229001892 -8.77332130087802 -9.80647328095476 -12.2218656777746 -7.26235522501435 -14.4201487082099 -6.5781085793007 -7.25392956244049 -4.34423044567893 -17.1820515899792 -15.9737692684946 -9.4172139893961 -10.2716262014877 -15.7028879922805 -9.86803943739267 -7.60742721016974 -4.77345761963313 -10.5871547095797 -15.113867871184 -9.00935876296103
"208" -14.7847398653753 -3.01029760392713 -8.99613682364204 -8.42344431555535 -6.48388306398318 -12.0327026746214 -14.7274796103739 -12.6588120737689 -12.5648305857054 -10.8786603321564 -12.6935502900543 -8.73323328747875 -9.24023139857466 -12.2142933835698 -7.12931292156049 -14.1746657714181 -6.68855251408327 -7.2946419497268 -4.28815019919806 -17.3546861414558 -16.0732553753576 -9.60169554039327 -10.318850485274 -15.8596979200786 -9.82854173146752 -6.73649130992895 -4.869051397897 -10.2318883868189 -15.2728877399394 -9.01312393945601
"209" -14.5204103996732 -2.9268019643103 -9.00281697564804 -8.41531722436086 -6.494370971619 -11.9832880245438 -14.5267468288972 -12.6662795722765 -12.4507844051608 -10.727810440781 -12.7058694050916 -8.73099159838135 -9.18453522616838 -12.2160955225359 -6.85695319934767 -14.0665155729787 -6.63174243574165 -7.30650232790442 -4.28808700486019 -17.3549683595994 -16.0250428905442 -9.60442207382874 -10.3295449912622 -15.8544162588008 -9.79549310673906 -6.74014255267192 -4.85085229425291 -10.1285346579314 -15.2741311275567 -9.02265092296217
"210" -14.491185688353 -2.75216281379977 -8.98990244533953 -8.41466911069044 -6.39931160511351 -11.6062284586489 -14.5248555864227 -12.6314683679253 -12.401509000903 -10.7256816686329 -12.6492455889993 -8.72505413524274 -9.01809638321258 -12.169248498711 -6.84153729783537 -13.9082762966302 -6.48700342365118 -7.30620964445741 -4.2771444039954 -17.3046352104593 -15.9373986461915 -9.35112719057918 -10.1915735247089 -15.8457557527856 -9.78906463848008 -6.7385367786531 -4.82515200121483 -10.0566111275336 -15.2376818336304 -8.89578238319537
"211" -14.4755244346443 -2.30709895582057 -9.00666152212037 -8.44452666462372 -6.44371504487244 -11.7547793701011 -14.2241830715912 -12.7082217274944 -12.4531662936211 -10.7646714825623 -12.7153210835295 -8.8666008834495 -8.88597064311689 -12.2772253362385 -6.96553506232955 -14.0363693895675 -6.62155855838316 -7.25106644590265 -4.21493476481649 -17.4199615955094 -15.7232718120007 -9.37528159289265 -10.1808414222916 -15.9584316771173 -9.77704740067395 -6.75365422537839 -4.94837502642991 -10.2023385666617 -15.295186297214 -8.55593629262048
"212" -14.4703942195738 -2.47328048077171 -9.14441777029533 -8.39883042428373 -6.02792348872949 -11.7790043665751 -13.8342741683129 -12.7246038889164 -12.4821676920952 -10.8653067941981 -12.8007548274679 -8.72785509178595 -8.77927031532399 -12.3268124987302 -7.1564292522307 -14.1572659264262 -6.4832542928364 -7.31944242610854 -3.71393963522473 -17.4014220708093 -15.6928691614315 -9.57838132357825 -10.0448810997548 -15.8121159920312 -9.91819195428614 -6.35379602581019 -5.17554050965388 -10.2525352702484 -15.1800171888704 -8.59892848182413
"213" -14.4367047847856 -2.60800543425097 -9.13783464560261 -8.36997752989479 -5.91549390717987 -11.582584538447 -13.9530755067068 -12.8154996402002 -12.6231960003728 -10.4014208112373 -12.807839418193 -8.46260091656756 -8.78031520678 -12.4748997105548 -7.29627310565897 -14.2102073972653 -6.40430066468267 -7.24842386525817 -3.54265677336494 -17.4687085205649 -15.5533397806277 -9.62194471474622 -10.0627053572609 -15.9024400578071 -9.70542563440335 -6.49360164747734 -4.84425171756109 -10.0878758787846 -15.2873669689218 -8.74212012506392
"214" -14.2182087952063 -2.53352856729243 -9.15460133357895 -8.38800063109566 -5.53348834829814 -11.5752242501145 -13.9570507753782 -12.8072552127156 -12.6410079994683 -10.3335008776701 -12.6271262319055 -8.47272917134561 -8.79450780662405 -12.4523832724901 -7.18885105919358 -14.2211715500639 -6.35182309792985 -7.23278316955316 -3.55601149278006 -17.3959657101095 -15.4286809220426 -9.56007799671559 -10.0554694220019 -15.9144770803433 -9.72031100078086 -6.31284745672607 -4.8495680697604 -9.94738065260483 -15.2674118374097 -8.61375147276378
"215" -14.2304592353604 -2.54279267643545 -9.16762478204824 -8.38625156555512 -5.54350381042776 -11.5121647458785 -13.8603026473191 -12.3573936978468 -12.6493275537777 -10.0495533004425 -12.5990753596525 -8.48198479679694 -8.80654057590957 -12.435348820015 -7.20147257384702 -14.2262903236827 -6.06892056467083 -7.2454543861785 -3.49675512626604 -17.241279977887 -15.1643465059146 -9.5495980779666 -10.0684024686487 -15.8804468418147 -9.71652739676219 -6.13282599936831 -4.84529240102443 -9.9554648667993 -15.2359015459665 -8.62323078869798
"216" -14.1577928644223 -2.44399833836941 -9.31335885660618 -8.47273388820535 -5.82929208374041 -11.723767289909 -13.5015636324233 -11.8155288096598 -12.2777095908557 -10.1711946476012 -11.6242452007502 -8.56205889179307 -8.78097262616118 -12.5355217103033 -7.31551732616447 -14.2158575391595 -6.26209105975915 -7.25779807502005 -3.53217821483895 -17.339745254907 -15.2019405451697 -9.45625290110765 -9.25990186396217 -16.140771710153 -9.13627160783403 -6.40243486046288 -5.058498082931 -9.90770442811739 -15.3661166739591 -8.17665218516248
"217" -14.1874955284228 -2.44704278470798 -9.32663255980164 -8.35696168786986 -5.85771897115548 -11.6950890247744 -13.4342685037156 -11.7457822579412 -12.22212487574 -10.1589437251475 -11.5837706640821 -8.56516885544432 -8.77009206388628 -12.5375462628496 -7.17319574090522 -14.1877845556332 -6.13271159372499 -7.23868008964679 -3.36352971086791 -17.3212547011085 -15.1116720130079 -9.41482418618487 -9.25577228685066 -16.1734822990198 -9.11394781357151 -6.42636361767961 -5.03067997697675 -9.84136531504951 -15.3894192983746 -8.05134262266252
"218" -14.171649138163 -2.337987768873 -9.25705430771566 -8.13497425548801 -5.85662819459107 -11.6648762442985 -13.3318317754514 -11.7415194434346 -12.1788427382352 -10.1467074153606 -11.4426207506999 -8.50078411483999 -8.67705090870419 -12.4546426448705 -6.94172619184006 -14.1713572006995 -6.11744338653608 -7.2415312267051 -3.14585183624991 -17.3124807099093 -15.0967083047299 -9.39707911123278 -9.26494596207263 -16.0992700874303 -9.10115086888379 -6.43063344464148 -5.03086675064353 -9.84608470675052 -15.397012592126 -8.03362733608677
"219" -14.1554767446386 -2.33734779441337 -9.2340478330605 -7.96643699483115 -5.85298882514582 -11.3405687422564 -13.3316563412102 -11.4915429788475 -12.0260471673159 -9.89064729287701 -11.3454929137427 -8.46212643588817 -8.67458908501795 -12.4322178111824 -6.84429627862386 -14.1685212269655 -6.10039212796283 -7.16667791002121 -3.14332495951337 -17.2597612800305 -15.0925202234078 -9.19236546397448 -9.2351493138713 -16.0980993781867 -9.09693602661335 -6.41687656879493 -4.88765304951757 -9.84628479325647 -15.3658971853746 -8.03346794610544
