"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"282" -13.171153195474 -0.803002042794332 -7.91245188054468 -5.93714682041124 -3.86139070063887 -7.29805003583051 -12.5426490573037 -9.6492704020082 -8.64645295654822 -9.95674252779348 -10.9230498414232 -8.57155812177051 -6.55701213036566 -8.75366760535583 -3.15129208969731 -11.8747035485806 -5.41040677525235 -7.11359026692358 0.704639686967434 -13.3578398853271 -13.0587580854602 -6.13114927634784 -6.63869779754012 -15.7317926416057 -7.48391777226491 -4.56762319454616 -2.43945357032147 -7.23679723380486 -11.257137207176 -4.95032119699281
"283" -13.1217701714262 -0.650581326027222 -7.95359468098586 -5.78566220273633 -3.70357310024558 -6.92787342791543 -12.6787564879119 -9.47554187101254 -8.6128597761554 -9.99271687984502 -10.9463519131617 -7.93339681341976 -6.51679200873549 -8.84681570676746 -3.27879659142862 -11.9589521126965 -4.74254436766608 -6.90955987258959 0.68857231518763 -13.5123690278029 -13.1379978340976 -6.24485609001091 -6.78183575410403 -15.7015514897967 -7.28549946104995 -4.62580336179264 -2.5219190511387 -7.16328004387814 -11.2301158396311 -4.95432457523064
"284" -12.9242375562947 -0.704626254270679 -8.03111295788474 -5.91495540467781 -3.77640655861657 -6.98303135356249 -12.4748151443324 -9.64769127814105 -8.54671224479435 -9.2056013459771 -10.6594486177201 -8.08470116599327 -6.13097453648546 -8.76499470457934 -3.46810617474287 -11.9670938925301 -4.86312926845358 -6.91203920094756 0.764501972826159 -13.3896690819329 -13.0129614989748 -6.39055709493195 -6.54542760187222 -15.5509444453656 -6.87627288120682 -4.73965974821151 -2.37876978039664 -7.05457507264859 -11.3002476756831 -5.04423229883533
"285" -14.8392292173467 -3.23045967725919 -8.57625708726257 -7.21583614705035 -5.15524967396019 -6.9751987357255 -13.9905611115453 -12.5014817449866 -9.02270976514381 -10.4151235709553 -11.1377324556525 -10.2087576445272 -5.11504823467401 -8.16243487245591 -5.17120776529734 -14.6316848969641 -4.58272385280067 -8.06017944631436 0.636645185615559 -14.1192676617905 -13.0672666296423 -7.75876521052357 -7.63269972240439 -15.8860624748837 -8.3084949946538 -5.33319880264016 -1.02968403343735 -7.26550839425519 -11.1980005519089 -5.38653294515017
"286" -14.0065750542244 -2.03590289465767 -9.00538673766695 -7.54225367192198 -4.9775839152981 -6.88622493381186 -13.5203993369798 -12.7137172823741 -9.37168644962556 -10.6307134598711 -10.5984778106025 -10.0116911736758 -5.38403115884334 -7.60047276007974 -5.33332760060219 -15.0295491614894 -4.72231069155342 -8.22339554377405 0.337519565819833 -14.5366839819075 -12.8448018161916 -7.61964661403107 -8.06924726858256 -16.3064955854718 -7.53779050169907 -5.41940849183866 -1.14471076600826 -6.98270937636345 -10.2021334810923 -5.38838940395983
"287" -13.4631034394404 -1.84677778324449 -9.38604432130514 -7.64699188941445 -5.37013531548656 -6.17835745199518 -13.4230909232865 -12.8243569352672 -10.0772432998576 -10.9291638318831 -10.3731730858458 -10.3095888847108 -5.90357318425399 -7.36273413583834 -5.38146881474302 -15.2400240538337 -4.78469958877785 -8.21442577539833 0.417240502442373 -15.1459628144115 -13.5689146811459 -7.75114903896876 -7.94175010675808 -16.2656883114982 -7.44013334416718 -5.12233517643821 -0.828793536909789 -6.10718911430883 -10.0783263635695 -5.57639268910963
"288" -13.7876312477887 -1.1973422967708 -9.31869736363897 -8.09441741163795 -5.26823421552671 -6.12511935460749 -13.8021922811953 -12.8747412978933 -10.4783204163443 -11.3246914365743 -10.6375201349648 -10.5778496520408 -5.81697982450966 -7.40557708456009 -5.99918541796749 -15.4135248101325 -4.66331968271885 -8.62156802733558 0.815939660050136 -15.1893144527795 -12.6246696407703 -7.97854868576253 -8.36973288277494 -16.2511904426347 -7.53161243633922 -5.12190851148948 -0.901401541002111 -6.45790302588884 -10.2549585313531 -5.80699559763118
"289" -13.7783619597332 -1.40948432233134 -9.42262495763016 -7.96276814032815 -5.46229761671995 -5.79184624686597 -12.8691432281126 -13.1222635320472 -10.9966742363671 -11.5185247599216 -10.8549147584704 -10.8809741963541 -6.17971900563876 -7.43126580881384 -6.46110515857548 -15.0937672303166 -5.0234004538068 -8.49923202244445 0.808586087257901 -15.2186400103586 -11.9415168211166 -7.26555974211467 -8.4165764948406 -16.3182513941752 -7.93298021999886 -5.25810198416776 -1.11176919448828 -6.3868896411686 -10.424869089775 -6.14416424859205
"290" -13.9414446059659 -1.29875502692365 -8.8099739913083 -8.08007227686827 -5.35846232560111 -5.90172060039686 -12.8513958456641 -12.4272547733332 -10.8296928430673 -11.679056121633 -10.9893293984302 -10.7027659530624 -6.18098803238512 -7.42518366937053 -6.24018749966366 -15.2290465581767 -5.1544557661658 -8.69993617943481 0.881349386650221 -15.1234971272787 -11.9891194973615 -7.32711373775348 -8.38844142566992 -16.4730622443334 -7.28508965563246 -5.41837964314134 -1.12589903425497 -6.59229985017773 -10.5859324717016 -5.61538313830656
"291" -14.0086518921206 -1.75020272933224 -8.76499621598306 -8.12549210268974 -5.44536778382916 -5.64679135005948 -13.1625545005569 -12.8259406206265 -10.4534554300766 -11.2853298922254 -11.1866615468096 -10.9224349077316 -6.30843314460192 -7.43348511249726 -6.20712230830784 -15.5427213771261 -4.88666194257663 -7.94708500805803 1.13987617645789 -14.9412378482467 -12.1259607979662 -6.93539163519465 -8.77875178287446 -16.2193157143718 -7.39676792193684 -5.21528625680965 -0.66322108865795 -6.82554363384942 -10.8427343852757 -5.50158695897331
"292" -14.1500543653212 -1.28247800297143 -8.87545925566955 -8.04303274349789 -5.41190938731702 -5.05297895185397 -12.7216307360513 -13.0307600512242 -10.200912720927 -11.3468548103122 -11.1412424878014 -11.1249932607337 -6.49987172496529 -7.49563295560516 -6.19851871673525 -15.5199390133385 -4.94597856851025 -7.88541899822059 1.08785400789172 -15.0090743068764 -12.0826289383486 -7.02189022022206 -8.69018583814087 -16.3793979030916 -7.4536172848646 -5.32144463208473 -0.804356026118702 -6.59053612819753 -10.8917464518087 -5.23722906941966
"293" -14.4878727042134 -1.52236979398908 -9.09719954456283 -8.12425216851644 -5.57419732457256 -4.56912732495602 -12.8039295083923 -13.1049972793725 -10.3232806752302 -11.6212073874395 -11.3222350402918 -11.404824560257 -6.79054994586048 -7.49573792545972 -5.75367264437074 -15.3171921290938 -5.19326757954672 -6.55946162402412 1.23706715745397 -15.3259614246583 -12.0112478965621 -7.21598688888168 -8.66666359413126 -16.6498369386031 -7.17521162533947 -5.62494845150401 -0.404793515546586 -6.64568950520494 -10.6835001855014 -4.45510596462531
"294" -14.5260390577197 -1.55309868254454 -9.12919756153165 -7.80753760069144 -5.32428805512783 -4.45805916202773 -12.4911490783193 -12.7627141022702 -10.4254049543774 -11.5933666079787 -11.3700046066307 -11.2307872640379 -6.66701122060935 -7.15149419540382 -5.93051182618896 -15.5565036997188 -5.07111914627867 -6.53417899330933 1.15735388572507 -15.2060399640811 -11.9546941987549 -7.14532046124585 -8.48356778964148 -16.8350055734003 -7.34603427313791 -5.60291145274139 -0.604722576177985 -6.86272913330273 -10.9033915583619 -4.66994813352219
"295" -14.8171867330115 -1.95263939518282 -8.56161328089793 -7.24053120022397 -5.70436477282281 -4.04809893316276 -12.7851022409512 -12.7767401630877 -10.7575327048768 -11.9611640921732 -10.8118888960006 -11.5321611190903 -6.75360996070984 -6.97216259689399 -6.25085125306206 -13.7896373957383 -5.03198736289989 -6.56128070137851 1.85399552936891 -15.659484461325 -11.6236753085927 -7.37658348022037 -8.62038952861739 -17.0017808231542 -7.75283845480257 -5.36438605576004 -0.767994752288059 -6.53718536778811 -10.1046265210892 -5.08257518144604
"296" -14.9713934638223 -2.11118206857666 -8.90705478389713 -6.92131852701192 -5.53015392009093 -4.32656389134716 -12.9604353384121 -13.1981525655678 -10.75195406042 -11.5813379764423 -10.2941138416485 -10.9046377636263 -6.65457209325706 -7.07608150683956 -6.46261300594804 -14.1567482465824 -4.77602290428398 -6.88562600081206 2.22141734705655 -15.8006642826205 -11.8444406863166 -7.60904659994128 -8.77578372683734 -16.9834054181774 -7.27706387182701 -5.16966801220071 -0.558524514086023 -6.66011676281293 -9.6361545107011 -5.1109144631216
"297" -14.9444685800087 -2.1838911612442 -9.0105816131179 -6.71752497003131 -5.57517492876631 -4.33331123368386 -12.3714628915312 -13.2493263538785 -10.8543702162315 -11.4975689388979 -10.3774030688443 -10.9508368831868 -6.70405892036521 -7.1564765125361 -6.46809674226434 -14.2171946039642 -4.65003695615409 -6.90626695062477 2.37914958123744 -15.9060213285835 -11.950956196349 -7.66770709939091 -8.64793011069611 -17.0846574605401 -7.12415937044997 -5.20729317716204 -0.380725834918461 -6.72548048892281 -9.73088124585801 -5.04841998091374
"298" -15.0783485753041 -2.4686589045559 -8.89230990602956 -6.54219365993887 -5.30334603055931 -3.92026255132505 -12.4807808334429 -13.4137296924649 -11.0388049910619 -11.3510260080914 -10.6261778889728 -11.1309915811456 -6.6568568398276 -7.34051731095002 -6.45488457804915 -14.2073525723366 -4.88129244928723 -7.02110498993131 2.37242551191974 -16.1713475278151 -11.6358209496579 -7.89226152292175 -8.87184942059001 -17.3127893211147 -6.82785731466136 -4.68545600409542 -0.454703053173655 -6.46483721597593 -9.86047391370037 -5.09891032255458
"299" -14.4494855873506 -2.33660212449367 -9.32700008899687 -6.79054331574043 -5.85694850464813 -3.92666281738376 -12.585111920243 -13.9539299846134 -10.6313373685464 -11.1110632275887 -10.7672575821437 -9.96862346804484 -7.20921512357522 -6.99398597713545 -6.57124886459171 -13.7507265908405 -5.35340255159744 -6.97061264414347 2.33565868686985 -16.7721316873611 -10.9896365208623 -7.89216190585393 -8.32339767182468 -17.6018102263678 -7.03679873217817 -4.88902006706828 -0.260999512760196 -6.79258268261262 -10.4058754243639 -5.08114274176408
"300" -14.5953077640494 -2.26814432617144 -9.41238452166739 -6.81169019089463 -5.66485115525894 -3.94535254367534 -12.7912070367014 -13.9881745907906 -10.6105032723727 -10.9708823671944 -10.9049045180947 -10.1663201031383 -7.06561241172567 -6.89125937363615 -6.43879215861669 -13.8222874955314 -5.17643900156977 -6.99978184318191 2.22581188016449 -16.7550816745967 -10.9152418701522 -8.07410688701566 -8.37446012797312 -17.7733623910575 -6.93169414572765 -5.0270405732975 -0.385668981577347 -6.92705254120196 -10.6053237853805 -5.06521888958933
"301" -15.2707878647479 -2.85104270177345 -9.63504666075237 -7.11024703916234 -6.40025194317544 -4.65961163802107 -13.1790425756469 -13.6932563690078 -10.2879595430676 -11.1788106501373 -11.1154983680718 -10.6280289087912 -7.1619759389957 -6.78963727432409 -6.2343772186622 -13.998052587966 -4.82111060732018 -7.16545064303991 1.88862705200536 -16.9189279161429 -11.3599307411138 -8.28840437800911 -8.8731673283162 -18.0224528129987 -6.85133815309826 -4.70843311961644 -0.682686009433975 -6.9942853082434 -10.1615683679196 -4.51262668458559
"302" -14.9885947335233 -3.20640291534418 -10.0241055499689 -7.38245975481426 -5.63562443995622 -4.30020883406814 -13.5814666955363 -13.9705261192147 -10.5219297250623 -11.9456781703045 -11.4111029154025 -10.2933929078621 -6.98645960492985 -7.1746823750918 -6.74085560265545 -14.5167189100703 -4.74575236711117 -7.41518715236202 2.40137516425324 -16.7186270322185 -11.3980281012292 -8.40002875733898 -9.13621895490953 -17.8511426580491 -6.6793951319829 -4.86669257698233 -1.16058974937048 -7.05447182097947 -9.99509053807497 -4.2978417453116
"303" -15.0745190231659 -3.23719927152928 -9.89947964103792 -7.05373248580534 -5.63560386057198 -4.0686822961066 -13.6267013273172 -13.5419887498011 -10.5916867598541 -11.9475024455408 -11.4026049278866 -10.2302725167442 -7.00469225670748 -6.96464838187945 -6.64369016764772 -14.5984513248392 -4.76578062900643 -7.01085160628978 2.3959809606904 -16.6774453191543 -11.1396033111463 -8.47243648169309 -9.19998612228645 -17.9113678712122 -6.39013062895888 -4.8081925480705 -0.991459167660147 -7.10269351164832 -9.99897458932733 -4.1489928312253
"304" -15.1139733229366 -3.60278845981707 -10.1452563046357 -6.99336322083985 -4.44439554402623 -4.27899434426924 -13.6306029364638 -13.3067427930347 -10.4435877961315 -12.267450846691 -11.2331218792581 -10.4131009051065 -6.48129352216857 -6.49891643043456 -6.88850220286426 -14.7454650178291 -4.39092754043611 -7.14186476909513 2.26070881078645 -16.6341640188088 -11.1465888795754 -8.22448349603051 -9.43268944086344 -18.4261822129708 -6.41268545767251 -4.85693259605577 -1.00822868616046 -6.8974708635831 -10.1841404887851 -3.85694469432947
"305" -14.1737246571393 -3.92396995673983 -10.2885448628579 -7.22162212595869 -4.72906952646679 -4.47963326373741 -13.836009337857 -13.7385004598941 -10.3609575048222 -12.7683995247313 -10.8823179919872 -11.3557105306309 -5.88261412938949 -5.828342256859 -7.1713377648273 -14.8296539968276 -4.16828588665872 -7.33903056149554 2.70599994575996 -15.9706486005334 -11.2562913396783 -7.77297408799467 -9.10834942536458 -18.0709905198756 -6.76561050960891 -4.58632581247815 -1.62598997003573 -7.22559439855053 -9.64620517282511 -3.99278310181803
"306" -13.7897788966395 -4.05944573797525 -9.79238962313811 -7.23330098574093 -4.36078174194825 -4.61940772448191 -14.2568393555945 -13.3023479521623 -10.5711976352981 -13.2273273781273 -10.7921962548863 -11.3832221798103 -5.95955710271958 -5.99335904779181 -7.67755469939275 -14.8973836084951 -4.49480771845303 -7.94445649446778 3.25211733700947 -14.6365541195642 -11.6471271660599 -7.41010393280122 -8.52782184124949 -18.5755137195988 -6.31214998965763 -3.88324050860285 -1.78042517894526 -7.89171059416047 -10.1008015194306 -4.20496229488452
"307" -13.5761918265052 -4.29394422910978 -9.81157470591496 -7.02743237761163 -4.49562349344199 -4.63512707345317 -13.8400265989844 -13.2806444292978 -10.8934454189108 -13.4389784811434 -10.5241555292797 -11.2119042893088 -5.87611733503857 -5.96418280127327 -7.426783831876 -15.0029566004651 -4.8174699817715 -7.64861273970601 3.06572518672624 -14.9809986736291 -11.9608783274129 -7.2132306023279 -8.41419338845761 -18.9094770149819 -6.58078642465938 -4.21727810107224 -2.08306226646597 -7.60184894830773 -10.0505273779732 -4.03958692700037
"308" -13.7030712770199 -3.96122586061327 -9.93154393823299 -6.92831918605314 -4.47672987845473 -4.22702203985366 -14.1054053935706 -12.9015596641842 -10.6484596537295 -13.3377555436462 -10.4551102638217 -11.5008188976042 -5.90630345919625 -5.82525349121967 -7.65013119367794 -15.1882634397752 -4.21213455162781 -7.37079908743343 2.92810818188061 -15.1178581220648 -11.9229109170634 -7.27893014337 -8.5919205890213 -18.6271138958203 -6.82097974511862 -4.1623550873567 -1.614607046705 -7.56419289289982 -10.1526794265229 -4.16803670021266
"309" -13.4678853777505 -4.28617180018256 -10.1120203810571 -7.30619698846191 -5.10184902082298 -4.60785245519157 -15.1199864755702 -12.8987099367139 -10.5623809086477 -12.8643354232109 -10.3907697081826 -11.9840677402369 -6.59377150422422 -6.04613826099729 -7.51754886479346 -14.6274296621751 -4.23136654043768 -6.2279428260561 3.29594610293057 -14.4207494806537 -12.6981299335502 -7.22688324612315 -9.17499859781916 -18.9885732027272 -6.80865853109771 -3.94218873322156 -1.62986602441557 -7.79685947619342 -10.4397091428997 -4.64630865027633
"310" -13.1325581285306 -4.24063456447459 -10.1114475158974 -7.21468705822239 -6.02454548520779 -4.66179056338978 -15.8108894001544 -13.0682256406333 -10.7809270382589 -13.1934741018729 -10.7301998736907 -11.6920415802098 -6.98160261688234 -6.06179011578474 -7.00238245856606 -14.9496184586381 -4.37637135919793 -5.69967574024619 3.48303529090165 -14.9296826952744 -12.6687029694462 -7.74693780016551 -8.83716613501699 -19.2133312434251 -6.80681869659503 -4.09718544208877 -1.51090388095125 -7.4852655290671 -10.8196683868242 -3.78382188615851
"311" -13.4364971734282 -4.35564190684086 -10.4124902381233 -7.14535363349182 -6.14779540156531 -4.65218507532508 -15.2052258461582 -13.0280038476668 -11.1252121235707 -13.4173909460379 -10.6908308985267 -11.8181543447029 -7.30645007693611 -6.1030371053481 -6.71566689502983 -15.2755905535781 -4.59616346401395 -5.48796367411577 3.69577088974153 -14.4538502583522 -12.8608293080651 -7.82464899120527 -8.12532556462571 -19.5916284775962 -7.02250470745902 -4.43742194907242 -1.67813919407742 -7.82876584168704 -11.0882092585601 -3.86321178776305
"312" -14.8151712816664 -4.56626770470254 -10.3346386358621 -8.78984490280066 -6.22723283291799 -5.34171231004099 -14.3110515014684 -11.9718646390384 -12.8591680114901 -13.8520583332196 -11.895741628647 -13.3482330010127 -7.29972643504433 -5.75671647342106 -5.74868509191393 -14.9139009933654 -5.45444647438162 -4.31271618402402 3.4247114069036 -14.4449147777431 -13.6902621256396 -7.59044738631234 -6.16483575883497 -21.3869618276271 -7.72413230306568 -4.04963792895481 -1.65549381464971 -7.99218017580832 -13.472538675943 -5.1654385214319
"313" -14.7300044923823 -4.18716354901405 -10.3150069314932 -8.79090033885976 -6.21440255136545 -5.13233300663616 -14.3076585487011 -11.9348823133618 -12.8603009005323 -13.5816864841592 -11.8165471832745 -13.3509859061837 -7.29031819160941 -5.64546526508398 -5.75688366523486 -14.9100042786567 -5.38602657087186 -4.18038388784086 3.5805768038511 -14.4051886328466 -13.5704136347496 -7.48460735292451 -6.16907306626853 -21.29515355936 -7.6690981249725 -4.05459615413692 -1.52802704152049 -7.90090204055243 -13.4263389119002 -5.14796204931167
"314" -14.8196156650435 -3.86261135647739 -10.4552825230686 -8.7989651578825 -5.52544683949192 -5.16882913503953 -14.4506042008048 -11.5472282504069 -12.8690724904184 -13.7114708616874 -11.8845666985401 -13.1463187822485 -7.41987959239445 -5.74187653962284 -5.90106449787484 -14.6235250504477 -5.40445353930734 -4.31576967757179 3.44599831109368 -14.4954813210085 -13.7481763390423 -7.33360851438492 -5.96900333614501 -21.1700537511928 -7.80492256359315 -3.74865856201669 -1.52022302838415 -8.02484820369223 -13.5969961472456 -5.16511884880282
"315" -14.5272322904398 -5.52865821764259 -12.0856395309065 -8.82074312356953 -5.8083706023994 -4.83337686330378 -15.4463038539802 -12.1735486903246 -13.5179483637682 -14.0275898568966 -12.7042753464278 -12.380697126626 -5.94823850211654 -5.83280924222471 -6.7266288122267 -14.0835390704941 -4.88858474524365 -4.50962793116516 2.342010997231 -13.9476046498232 -14.9884999469646 -6.87359781133745 -6.56103896699189 -22.0714630765626 -7.18047184985726 -2.34794756366343 -2.14205374190537 -6.9913133169625 -14.5148434423574 -6.40789480816275
"316" -14.5870324096498 -5.81983972820475 -12.4082329586556 -9.06500861976229 -6.3441601421077 -5.32583659882697 -16.0000905684274 -12.5881100580443 -14.7198093856806 -14.5109037131769 -12.024610150245 -12.8581717615168 -6.5500564474124 -5.55699533156402 -6.14149943406095 -14.6876967600735 -4.8896614869439 -3.83916289952158 2.51702713808012 -14.1925747551888 -15.6989519591609 -6.30561664569551 -5.37713623772991 -23.6207239034041 -7.32224575549867 -2.3363776113845 -2.92907993177229 -6.74495993627133 -13.6033663166114 -6.40683261501565
"317" -14.7487155103611 -6.10881054169616 -11.6668484545849 -8.83655246624613 -7.06880568221959 -4.50192378356273 -17.1314479803495 -13.3167845887309 -14.8010825439593 -15.334818685436 -12.1773292304198 -13.0438525213593 -6.79169804245221 -6.22617614276983 -6.26431965615351 -14.3682657101026 -5.26825763651364 -4.22700855224494 2.87576809511774 -14.1157022448161 -15.5204966030989 -6.13321242337377 -4.56745231860383 -23.3696298729714 -7.18055745106805 -2.70995133281322 -2.40766709307541 -7.1677957558296 -13.3965949065157 -5.86141753022729
"318" -14.7504096178429 -6.075927841601 -11.6664424411354 -8.83874724330949 -6.70101978614146 -4.50406609396334 -17.0018715427807 -13.3162455590581 -14.7795966051332 -15.3162964840388 -12.0304340765821 -13.0463537181283 -6.76834209920827 -6.22243681187082 -6.24397062101818 -14.3557317035802 -5.17998893584704 -4.1700299449595 2.92739225943379 -14.1182711076985 -15.5220202790545 -6.06153600419022 -4.55953260181268 -23.3509628208915 -7.17928797733387 -2.62253268492725 -2.40390221184066 -7.17020938247959 -13.3752099028289 -5.86380284586572
"319" -14.6577534561944 -5.76973548595108 -11.8034058336303 -8.7540355038336 -6.81985601869499 -4.39092604092166 -17.1460435771901 -13.3794941107093 -14.817374305689 -15.4995145678575 -11.6445922685215 -12.5048668840853 -6.80095756194949 -6.35667163346134 -6.17690574721097 -14.4696006034757 -5.10304989964239 -4.32011836411785 3.13198152788216 -14.1509563286674 -15.62709290457 -6.08524026683654 -4.64745878118029 -23.2676633550859 -7.34388409548494 -2.56134711716871 -2.51612473086806 -7.07591845828743 -13.1214258483856 -5.91227322735495
"320" -14.6348044278679 -5.78203797211967 -11.8781374846787 -8.83210260469756 -6.52464692574717 -4.26188970724453 -17.1845107952927 -12.4440178184435 -14.4144725432767 -15.6014925047091 -11.7585777433932 -12.3725000800895 -6.79595548737719 -6.15048788530965 -6.25482071693029 -14.6866775183451 -5.25439456277883 -4.30903387350989 3.34157139996979 -13.7264004639927 -15.7585636549872 -6.09036269613981 -4.48468888963773 -23.503941253819 -7.26042323607119 -2.58457707798041 -1.57037933759936 -7.1068535564347 -13.0501944131845 -6.0972005115143
"321" -14.425769007686 -4.17205568140546 -13.086620052622 -9.30392012678924 -6.26837661090234 -3.37895918674482 -18.583450048452 -13.0445260210027 -15.422078221212 -16.6422807028171 -12.7634925775038 -13.5191312605186 -6.9421403923239 -6.29711077131303 -7.35335292358636 -15.4022806949203 -5.99425087463883 -4.31270220231856 3.51886014153864 -14.2569615490055 -15.9106346663488 -6.55043800646753 -5.03487042263095 -24.2133553735036 -6.7986280923227 -2.28883617563083 -1.06013291936877 -7.27842774237071 -13.1354765476966 -6.22431390504701
"322" -13.9900179685633 -4.99173927275731 -13.5603788934361 -10.1603815037105 -6.46771006909967 -3.44988650002702 -17.3729350545909 -11.1987324562351 -12.960912913524 -17.317887063415 -13.3688151928268 -11.9675510674795 -7.04791021390774 -7.4414758716534 -7.984050939397 -15.1272120093446 -5.69175600490335 -3.97519135050606 2.8961965857994 -14.8350247389044 -16.7921337824164 -6.68218994861682 -4.73107517175031 -26.0838160903237 -7.31769296043545 -3.30983679588557 -1.84979263660581 -8.03287046607426 -13.3558525749256 -5.46505827691512
"323" -14.1310968213988 -5.12217115911084 -13.7161817669606 -10.275719804961 -5.85172565552878 -3.59673433518122 -17.3620079013136 -10.9551535228615 -13.0795496101517 -17.4553358650071 -13.3840636965715 -11.875189792526 -6.98026530529274 -7.36598213986634 -8.09110083154208 -15.1952535326613 -5.34989264227954 -4.1100939926463 2.94792542617911 -14.8898473298866 -16.5733189096152 -6.51649722165735 -4.69030542145543 -26.0423937768783 -7.44190098465094 -3.38730337043787 -1.64409582081413 -8.01437022230001 -13.4526367693978 -4.30361635747389
"324" -14.5200424267562 -6.12675264043308 -13.4814107414684 -10.6813503640324 -4.25495745976241 -3.7666558314474 -17.3686429830004 -11.0607950989804 -13.597990308506 -16.9152636316515 -14.0071324106503 -11.7907311660828 -6.31192148299533 -7.15962918163511 -8.50841062147636 -15.1880645579129 -4.92792225054939 -4.7321252353649 2.14122775575974 -15.9225002479852 -16.6745602628768 -6.3753729059153 -4.77083172172259 -25.8302077389316 -7.57184874296808 -3.40554447951997 -0.619631279137756 -8.02137740836442 -14.4995195155509 -5.1470672327437
"325" -14.4080183783237 -6.1747393739922 -13.3360492275018 -10.6424870577374 -4.19877403944191 -3.68290042509447 -17.4371324635727 -11.0769614309266 -13.3628029741227 -16.9089324974944 -14.0084046853572 -11.7731215978051 -5.83279380099584 -7.07446838879793 -8.5668656736974 -15.2334989555068 -4.86905887667728 -4.73067758435159 2.12535860874898 -15.9047356890688 -16.6027121311228 -5.87427589333112 -4.7942585189003 -25.8749999956525 -7.62057217318155 -3.46237169431465 -0.546850413221822 -8.08353591545659 -14.4953059075548 -5.14021505221276
"326" -13.6962097118068 -5.38681547344648 -13.3668437542482 -10.6620898464073 -4.09995121398172 -3.68455000891927 -17.5189053798895 -11.0638068639014 -13.4153938921688 -16.8845711464278 -13.9546970116347 -11.8503143951435 -5.67381907341864 -7.04632481836105 -8.53533829635742 -14.9970704335735 -4.72159998893027 -4.73963560788602 2.32229887821713 -15.836383570921 -16.6586288586841 -5.82346036842996 -4.51650468666875 -25.3721341940858 -7.63170391530754 -3.54829489657789 -0.634816758095758 -8.14910154721709 -13.6638218516168 -5.17012442985452
"327" -13.6935595954896 -5.55886783017057 -13.1154336040402 -10.449826834054 -4.09742808914106 -3.83836097299046 -17.5932910535619 -11.188271411115 -13.3536091802192 -17.0055030749338 -14.1828552099917 -11.9281465238939 -5.87639268518418 -7.13339345454891 -8.45782423140771 -14.415305568821 -4.8832561896452 -4.91709030814056 2.44677793762275 -15.5961591556657 -15.7829056050866 -5.31058622243359 -4.61262193135228 -25.2509636445645 -7.63241205925245 -3.72392621084048 -0.822183751692362 -7.73976291504825 -13.5319372916392 -5.10731929950541
"328" -13.6852472035056 -5.68759329871986 -13.4132767235725 -10.1516163928126 -3.5965488631388 -3.85358156414251 -17.4983322300325 -10.8522985667787 -13.5399384965832 -17.0703415768067 -14.6692435606961 -12.1188926200305 -6.17271445109224 -6.79935969291321 -7.47730156446353 -14.390941163376 -4.91909574257179 -4.03469166884454 1.99153262976439 -15.2285337548646 -15.9261368457353 -5.44646108637044 -4.38646246554533 -23.5091193710227 -7.40521379133219 -2.64248516209398 -0.643062907291569 -6.75263249946827 -13.4732332586813 -5.47915856300631
"329" -11.5462009185426 -5.36799706073856 -12.9804219352135 -10.5306990851739 -3.60630313468699 -4.2565873084758 -17.5575624684768 -11.0851656616251 -14.1115126981597 -16.871081263929 -14.3282469025273 -12.8803116599275 -5.76051747368982 -6.60428198923062 -7.86623882114728 -14.8962795203586 -5.10818214997071 -4.43403754719731 2.86528373741141 -15.2495470364661 -15.5161258341455 -5.67806530995674 -4.47306403816894 -23.8917162521415 -7.64443959859746 -2.8920491489032 -0.576439285095387 -6.73427538151374 -14.1674858721327 -5.95378412437422
"330" -11.5888453809572 -5.43707934238113 -12.597906881309 -10.6055058635228 -2.91027120962817 -4.32241898399803 -17.5991493323225 -11.1583977342655 -14.043508336627 -16.7617392662591 -14.3875950595144 -12.5472383500763 -5.78485706965477 -6.67193210765888 -7.95374472843251 -14.9886410391366 -4.81184656350957 -4.49254746332819 2.82173455272796 -15.3425804311291 -15.5910737176634 -5.53648672488907 -4.39277926228858 -23.1351414126498 -7.54503516034621 -2.91681643416732 -0.629080339388999 -6.81806278928372 -14.2582337665718 -5.98861828546957
"331" -11.6501071161571 -6.64271774217238 -13.0246130254815 -10.2425968165063 -3.442915076317 -4.16005738796823 -17.4370547692351 -10.7644084441201 -13.7949213413601 -14.7240188455149 -15.7358885887876 -12.6885353855103 -6.32627687002409 -7.2590707633559 -8.19519602177547 -15.3547973772526 -4.99129903203666 -4.60850161240356 2.50780210747118 -15.8235479676799 -15.4365942010959 -5.53714284802291 -5.18398373993127 -21.963524530565 -8.02997014841098 -3.14034245775587 -1.48956929225044 -5.90131928362658 -15.829550142482 -7.32814981114269
"332" -11.3936409432815 -6.92708102993567 -13.7282487440424 -9.68614470478451 -4.41914056584474 -5.67562079508306 -17.1122757951629 -11.5991060783168 -14.7038193152005 -14.5486376614813 -15.2628354266865 -12.7355014117431 -5.56983615307522 -8.73348873234132 -8.81187725442223 -12.6048919872731 -5.74941516895338 -4.20260473765208 1.29454329743074 -17.5038979257585 -15.7896046081065 -4.61249791089073 -6.12197102490928 -21.9743167761836 -8.06604066520249 -3.34832470607251 -2.82161676052548 -6.82485421351837 -16.4076636949128 -7.50247018458341
